,bodyId,roi,pre,post,downstream,upstream
0,21065,AOTU(R),351,435,2479,435
1,21065,CentralBrain,352,438,2482,438
2,21065,CentralBrain-unspecified,1,3,3,3
3,21065,LO(R),39,1418,210,1418
4,21065,LO_R_col_18_16,0,1,0,1
5,21065,LO_R_col_19_15,0,7,0,7
6,21065,LO_R_col_19_16,2,23,15,23
7,21065,LO_R_col_19_17,0,3,0,3
8,21065,LO_R_col_19_18,0,7,0,7
9,21065,LO_R_col_20_14,0,39,0,39
10,21065,LO_R_col_20_15,0,113,0,113
11,21065,LO_R_col_20_16,2,160,9,160
12,21065,LO_R_col_20_17,2,64,10,64
13,21065,LO_R_col_20_18,0,4,0,4
14,21065,LO_R_col_21_13,0,2,0,2
15,21065,LO_R_col_21_14,2,140,8,140
16,21065,LO_R_col_21_15,8,146,53,146
17,21065,LO_R_col_21_16,9,127,45,127
18,21065,LO_R_col_21_17,2,52,10,52
19,21065,LO_R_col_21_18,0,9,0,9
20,21065,LO_R_col_22_13,0,7,0,7
21,21065,LO_R_col_22_14,0,64,0,64
22,21065,LO_R_col_22_15,1,132,6,132
23,21065,LO_R_col_22_16,5,84,24,84
24,21065,LO_R_col_22_17,2,18,12,18
25,21065,LO_R_col_22_18,0,9,0,9
26,21065,LO_R_col_23_13,0,1,0,1
27,21065,LO_R_col_23_14,0,2,0,2
28,21065,LO_R_col_23_15,2,48,8,48
29,21065,LO_R_col_23_16,0,75,1,75
30,21065,LO_R_col_23_17,0,28,0,28
31,21065,LO_R_col_23_18,0,17,0,17
32,21065,LO_R_col_23_19,0,6,0,6
33,21065,LO_R_col_24_15,0,8,0,8
34,21065,LO_R_col_24_16,2,15,9,15
35,21065,LO_R_col_24_17,0,7,0,7
36,21065,LO_R_layer_3,16,238,80,238
37,21065,LO_R_layer_4,23,199,130,199
38,21065,LO_R_layer_5,0,360,0,360
39,21065,LO_R_layer_6,0,563,0,563
40,21065,LO_R_layer_7,0,58,0,58
41,21065,NotPrimary,0,0,0,0
42,21065,Optic(R),40,1419,212,1419
43,21065,Optic-unspecified(R),1,1,2,1
44,21199,AOTU(R),355,408,2557,408
45,21199,CentralBrain,355,417,2557,417
46,21199,CentralBrain-unspecified,0,9,0,9
47,21199,LO(R),41,1231,224,1231
48,21199,LO_R_col_20_12,0,6,0,6
49,21199,LO_R_col_20_13,0,88,0,88
50,21199,LO_R_col_20_14,2,43,4,43
51,21199,LO_R_col_20_15,0,2,0,2
52,21199,LO_R_col_21_11,0,9,0,9
53,21199,LO_R_col_21_12,0,93,0,93
54,21199,LO_R_col_21_13,9,188,58,188
55,21199,LO_R_col_21_14,1,50,5,50
56,21199,LO_R_col_22_11,0,16,0,16
57,21199,LO_R_col_22_12,1,69,0,69
58,21199,LO_R_col_22_13,6,177,30,177
59,21199,LO_R_col_22_14,1,97,6,97
60,21199,LO_R_col_22_15,4,40,24,40
61,21199,LO_R_col_23_11,0,1,0,1
62,21199,LO_R_col_23_12,0,18,0,18
63,21199,LO_R_col_23_13,1,104,6,104
64,21199,LO_R_col_23_14,1,47,4,47
65,21199,LO_R_col_23_15,4,51,22,51
66,21199,LO_R_col_23_16,0,5,0,5
67,21199,LO_R_col_24_12,1,11,5,11
68,21199,LO_R_col_24_13,7,34,39,34
69,21199,LO_R_col_24_14,0,8,2,8
70,21199,LO_R_col_24_15,0,45,0,45
71,21199,LO_R_col_24_16,0,7,0,7
72,21199,LO_R_col_25_12,0,1,0,1
73,21199,LO_R_col_25_13,0,2,0,2
74,21199,LO_R_col_25_15,3,8,19,8
75,21199,LO_R_col_25_16,0,11,0,11
76,21199,LO_R_layer_2,0,2,0,2
77,21199,LO_R_layer_3,21,235,119,235
78,21199,LO_R_layer_4,17,197,92,197
79,21199,LO_R_layer_5,1,252,1,252
80,21199,LO_R_layer_6,1,494,6,494
81,21199,LO_R_layer_7,1,51,6,51
82,21199,NotPrimary,0,0,0,0
83,21199,Optic(R),43,1232,229,1232
84,21199,Optic-unspecified(R),2,1,5,1
85,21238,AOTU(R),342,456,2464,456
86,21238,CentralBrain,343,457,2465,457
87,21238,CentralBrain-unspecified,1,0,1,0
88,21238,LO(R),32,1427,193,1427
89,21238,LO_R_col_19_17,0,1,0,1
90,21238,LO_R_col_19_18,0,15,0,15
91,21238,LO_R_col_19_19,0,15,0,15
92,21238,LO_R_col_20_15,0,5,0,5
93,21238,LO_R_col_20_16,0,19,0,19
94,21238,LO_R_col_20_17,1,47,4,47
95,21238,LO_R_col_20_18,2,59,13,59
96,21238,LO_R_col_20_19,0,18,0,18
97,21238,LO_R_col_20_20,0,2,0,2
98,21238,LO_R_col_21_15,0,22,0,22
99,21238,LO_R_col_21_16,0,68,0,68
100,21238,LO_R_col_21_17,2,113,11,113
101,21238,LO_R_col_21_18,2,88,9,88
102,21238,LO_R_col_21_19,4,45,29,45
103,21238,LO_R_col_21_20,0,6,0,6
104,21238,LO_R_col_22_15,0,22,0,22
105,21238,LO_R_col_22_16,0,95,0,95
106,21238,LO_R_col_22_17,4,128,15,128
107,21238,LO_R_col_22_18,0,152,4,152
108,21238,LO_R_col_22_19,2,41,11,41
109,21238,LO_R_col_22_20,0,6,0,6
110,21238,LO_R_col_23_15,0,17,0,17
111,21238,LO_R_col_23_16,1,80,4,80
112,21238,LO_R_col_23_17,7,89,48,89
113,21238,LO_R_col_23_18,1,121,6,121
114,21238,LO_R_col_23_19,1,13,7,13
115,21238,LO_R_col_23_20,2,2,15,2
116,21238,LO_R_col_24_15,0,2,0,2
117,21238,LO_R_col_24_16,1,35,5,35
118,21238,LO_R_col_24_17,0,68,0,68
119,21238,LO_R_col_24_18,2,13,10,13
120,21238,LO_R_col_24_20,0,1,2,1
121,21238,LO_R_col_24_21,0,3,0,3
122,21238,LO_R_col_25_15,0,1,0,1
123,21238,LO_R_col_25_17,0,15,0,15
124,21238,LO_R_layer_2,0,3,0,3
125,21238,LO_R_layer_3,18,313,106,313
126,21238,LO_R_layer_4,14,219,87,219
127,21238,LO_R_layer_5,0,347,0,347
128,21238,LO_R_layer_6,0,528,0,528
129,21238,LO_R_layer_7,0,17,0,17
130,21238,NotPrimary,0,0,0,0
131,21238,Optic(R),32,1429,193,1429
132,21238,Optic-unspecified(R),0,2,0,2
133,21238,SIP(R),0,1,0,1
134,21426,AOTU(R),331,418,2336,418
135,21426,CentralBrain,331,422,2336,422
136,21426,CentralBrain-unspecified,0,4,0,4
137,21426,LO(R),21,1123,99,1123
138,21426,LO_R_col_10_13,0,8,0,8
139,21426,LO_R_col_11_12,0,49,0,49
140,21426,LO_R_col_11_13,2,67,8,67
141,21426,LO_R_col_11_14,2,26,14,26
142,21426,LO_R_col_11_15,0,9,0,9
143,21426,LO_R_col_11_16,0,3,0,3
144,21426,LO_R_col_11_17,0,10,0,10
145,21426,LO_R_col_12_11,1,14,3,14
146,21426,LO_R_col_12_12,2,76,13,76
147,21426,LO_R_col_12_13,3,169,13,169
148,21426,LO_R_col_12_14,1,95,5,95
149,21426,LO_R_col_12_15,1,37,5,37
150,21426,LO_R_col_12_16,3,21,19,21
151,21426,LO_R_col_12_17,0,2,0,2
152,21426,LO_R_col_13_12,0,32,0,32
153,21426,LO_R_col_13_13,2,92,10,92
154,21426,LO_R_col_13_14,2,179,6,179
155,21426,LO_R_col_13_15,0,66,0,66
156,21426,LO_R_col_13_16,0,10,0,10
157,21426,LO_R_col_14_12,0,28,0,28
158,21426,LO_R_col_14_13,0,10,0,10
159,21426,LO_R_col_14_14,0,77,0,77
160,21426,LO_R_col_14_15,0,17,0,17
161,21426,LO_R_col_15_14,0,13,0,13
162,21426,LO_R_col_16_15,0,7,0,7
163,21426,LO_R_col_18_16,0,3,0,3
164,21426,LO_R_col_20_17,0,1,0,1
165,21426,LO_R_col_21_18,0,1,0,1
166,21426,LO_R_col_22_20,2,0,3,0
167,21426,LO_R_col_25_22,0,1,0,1
168,21426,LO_R_layer_2,1,26,3,26
169,21426,LO_R_layer_3,11,217,61,217
170,21426,LO_R_layer_4,6,138,29,138
171,21426,LO_R_layer_5,1,330,3,330
172,21426,LO_R_layer_6,0,382,0,382
173,21426,LO_R_layer_7,2,30,3,30
174,21426,NotPrimary,0,0,0,0
175,21426,Optic(R),25,1126,109,1126
176,21426,Optic-unspecified(R),4,3,10,3
177,21632,AOTU(R),355,416,2555,416
178,21632,CentralBrain,359,417,2567,417
179,21632,CentralBrain-unspecified,4,1,12,1
180,21632,LO(R),26,1317,136,1317
181,21632,LO_R_col_14_13,0,4,0,4
182,21632,LO_R_col_15_12,0,76,0,76
183,21632,LO_R_col_15_13,3,88,18,88
184,21632,LO_R_col_15_14,1,75,5,75
185,21632,LO_R_col_15_15,0,7,0,7
186,21632,LO_R_col_16_12,1,85,2,85
187,21632,LO_R_col_16_13,3,181,18,181
188,21632,LO_R_col_16_14,0,108,0,108
189,21632,LO_R_col_16_15,0,15,0,15
190,21632,LO_R_col_16_16,1,5,4,5
191,21632,LO_R_col_16_17,0,1,0,1
192,21632,LO_R_col_17_11,0,1,0,1
193,21632,LO_R_col_17_12,0,67,0,67
194,21632,LO_R_col_17_13,3,203,14,203
195,21632,LO_R_col_17_14,2,125,11,125
196,21632,LO_R_col_17_15,0,18,0,18
197,21632,LO_R_col_17_16,0,19,0,19
198,21632,LO_R_col_18_13,8,43,44,43
199,21632,LO_R_col_18_14,2,88,7,88
200,21632,LO_R_col_18_15,2,78,13,78
201,21632,LO_R_col_18_16,0,5,0,5
202,21632,LO_R_col_19_13,0,7,0,7
203,21632,LO_R_col_19_14,0,15,0,15
204,21632,LO_R_col_19_15,0,2,0,2
205,21632,LO_R_col_20_15,0,1,0,1
206,21632,LO_R_layer_3,16,234,84,234
207,21632,LO_R_layer_4,10,245,52,245
208,21632,LO_R_layer_5,0,258,0,258
209,21632,LO_R_layer_6,0,545,0,545
210,21632,LO_R_layer_7,0,35,0,35
211,21632,NotPrimary,0,0,0,0
212,21632,Optic(R),26,1320,136,1320
213,21632,Optic-unspecified(R),0,3,0,3
214,21983,AOTU(R),323,428,2366,428
215,21983,CentralBrain,323,431,2366,431
216,21983,CentralBrain-unspecified,0,3,0,3
217,21983,LO(R),26,1048,156,1048
218,21983,LO_R_col_20_10,0,10,0,10
219,21983,LO_R_col_20_11,0,7,0,7
220,21983,LO_R_col_20_12,0,15,0,15
221,21983,LO_R_col_20_13,0,3,0,3
222,21983,LO_R_col_21_10,0,29,0,29
223,21983,LO_R_col_21_11,8,248,44,248
224,21983,LO_R_col_21_12,4,79,30,79
225,21983,LO_R_col_21_13,0,16,0,16
226,21983,LO_R_col_22_09,0,20,0,20
227,21983,LO_R_col_22_10,0,190,2,190
228,21983,LO_R_col_22_11,3,198,22,198
229,21983,LO_R_col_22_12,2,48,5,48
230,21983,LO_R_col_22_13,2,23,7,23
231,21983,LO_R_col_23_09,0,1,0,1
232,21983,LO_R_col_23_10,0,14,0,14
233,21983,LO_R_col_23_11,5,46,39,46
234,21983,LO_R_col_23_12,1,76,5,76
235,21983,LO_R_col_23_13,1,13,2,13
236,21983,LO_R_col_24_12,0,12,0,12
237,21983,LO_R_layer_3,7,126,40,126
238,21983,LO_R_layer_4,18,181,115,181
239,21983,LO_R_layer_5,0,185,0,185
240,21983,LO_R_layer_6,0,411,0,411
241,21983,LO_R_layer_7,1,145,1,145
242,21983,NotPrimary,0,0,0,0
243,21983,Optic(R),27,1051,159,1051
244,21983,Optic-unspecified(R),1,3,3,3
245,21984,AOTU(R),342,492,2439,492
246,21984,CentralBrain,342,493,2439,493
247,21984,CentralBrain-unspecified,0,1,0,1
248,21984,LO(R),33,1251,179,1251
249,21984,LO_R_col_15_17,0,1,0,1
250,21984,LO_R_col_16_16,0,5,0,5
251,21984,LO_R_col_16_17,0,60,0,60
252,21984,LO_R_col_16_18,6,55,34,55
253,21984,LO_R_col_16_19,0,13,0,13
254,21984,LO_R_col_16_20,0,4,0,4
255,21984,LO_R_col_17_16,0,23,0,23
256,21984,LO_R_col_17_17,3,156,15,156
257,21984,LO_R_col_17_18,2,79,13,79
258,21984,LO_R_col_17_19,1,22,11,22
259,21984,LO_R_col_17_21,0,2,0,2
260,21984,LO_R_col_18_16,0,18,0,18
261,21984,LO_R_col_18_17,0,92,0,92
262,21984,LO_R_col_18_18,4,186,22,186
263,21984,LO_R_col_18_19,6,109,28,109
264,21984,LO_R_col_18_20,2,31,7,31
265,21984,LO_R_col_18_21,0,19,0,19
266,21984,LO_R_col_18_22,0,1,0,1
267,21984,LO_R_col_19_16,0,45,0,45
268,21984,LO_R_col_19_17,0,128,0,128
269,21984,LO_R_col_19_18,0,48,0,48
270,21984,LO_R_col_19_19,7,64,46,64
271,21984,LO_R_col_19_20,0,25,0,25
272,21984,LO_R_col_19_21,0,4,0,4
273,21984,LO_R_col_20_16,0,5,0,5
274,21984,LO_R_col_20_17,0,13,0,13
275,21984,LO_R_col_20_18,0,4,0,4
276,21984,LO_R_col_20_19,0,4,0,4
277,21984,LO_R_col_20_20,2,19,3,19
278,21984,LO_R_col_20_21,0,2,0,2
279,21984,LO_R_col_21_20,0,1,0,1
280,21984,LO_R_col_21_21,0,2,0,2
281,21984,LO_R_col_23_21,0,1,0,1
282,21984,LO_R_col_24_21,0,1,0,1
283,21984,LO_R_col_25_22,0,9,0,9
284,21984,LO_R_layer_3,10,191,56,191
285,21984,LO_R_layer_4,17,221,100,221
286,21984,LO_R_layer_5,4,302,20,302
287,21984,LO_R_layer_6,0,461,0,461
288,21984,LO_R_layer_7,2,76,3,76
289,21984,NotPrimary,0,0,0,0
290,21984,Optic(R),35,1255,184,1255
291,21984,Optic-unspecified(R),2,4,5,4
292,22070,AOTU(R),313,311,2270,311
293,22070,CentralBrain,319,317,2288,317
294,22070,CentralBrain-unspecified,6,6,18,6
295,22070,LO(R),36,913,218,913
296,22070,LO_R_col_12_03,0,10,0,10
297,22070,LO_R_col_12_04,0,19,0,19
298,22070,LO_R_col_12_05,0,1,0,1
299,22070,LO_R_col_13_03,0,24,0,24
300,22070,LO_R_col_13_04,0,134,0,134
301,22070,LO_R_col_13_05,0,75,0,75
302,22070,LO_R_col_13_06,0,33,0,33
303,22070,LO_R_col_14_03,0,19,0,19
304,22070,LO_R_col_14_04,6,161,49,161
305,22070,LO_R_col_14_05,10,180,60,180
306,22070,LO_R_col_14_06,3,105,15,105
307,22070,LO_R_col_15_03,0,1,0,1
308,22070,LO_R_col_15_04,1,21,7,21
309,22070,LO_R_col_15_05,10,39,63,39
310,22070,LO_R_col_15_06,2,68,10,68
311,22070,LO_R_col_15_07,2,8,11,8
312,22070,LO_R_col_16_05,0,9,0,9
313,22070,LO_R_col_16_06,0,4,0,4
314,22070,LO_R_col_16_07,0,2,0,2
315,22070,LO_R_col_17_08,1,0,1,0
316,22070,LO_R_col_21_12,1,0,2,0
317,22070,LO_R_layer_2,1,4,5,4
318,22070,LO_R_layer_3,7,133,36,133
319,22070,LO_R_layer_4,24,147,167,147
320,22070,LO_R_layer_5,1,107,5,107
321,22070,LO_R_layer_6,0,452,0,452
322,22070,LO_R_layer_7,3,70,5,70
323,22070,NotPrimary,0,0,0,0
324,22070,Optic(R),39,915,228,915
325,22070,Optic-unspecified(R),3,2,10,2
326,22148,AOTU(R),304,317,2322,317
327,22148,CentralBrain,311,325,2339,325
328,22148,CentralBrain-unspecified,7,8,17,8
329,22148,LO(R),23,907,142,907
330,22148,LO_R_col_10_05,0,12,0,12
331,22148,LO_R_col_10_06,0,1,0,1
332,22148,LO_R_col_10_07,0,1,0,1
333,22148,LO_R_col_11_03,0,4,0,4
334,22148,LO_R_col_11_04,0,33,0,33
335,22148,LO_R_col_11_05,0,116,0,116
336,22148,LO_R_col_11_06,2,80,13,80
337,22148,LO_R_col_11_07,0,37,0,37
338,22148,LO_R_col_11_08,0,6,0,6
339,22148,LO_R_col_12_04,2,5,9,5
340,22148,LO_R_col_12_05,3,121,18,121
341,22148,LO_R_col_12_06,1,63,11,63
342,22148,LO_R_col_12_07,2,20,14,20
343,22148,LO_R_col_12_08,0,4,0,4
344,22148,LO_R_col_13_04,2,33,10,33
345,22148,LO_R_col_13_05,2,87,18,87
346,22148,LO_R_col_13_06,5,140,31,140
347,22148,LO_R_col_13_07,1,31,2,31
348,22148,LO_R_col_13_08,2,16,12,16
349,22148,LO_R_col_14_04,0,3,0,3
350,22148,LO_R_col_14_05,0,5,0,5
351,22148,LO_R_col_14_06,0,53,0,53
352,22148,LO_R_col_14_07,0,22,0,22
353,22148,LO_R_col_14_08,0,5,0,5
354,22148,LO_R_col_15_06,0,3,0,3
355,22148,LO_R_col_15_08,0,1,0,1
356,22148,LO_R_col_15_09,0,1,0,1
357,22148,LO_R_col_16_08,0,3,0,3
358,22148,LO_R_col_16_09,1,1,4,1
359,22148,LO_R_layer_2,0,14,5,14
360,22148,LO_R_layer_3,7,166,41,166
361,22148,LO_R_layer_4,14,160,90,160
362,22148,LO_R_layer_5,0,76,0,76
363,22148,LO_R_layer_6,0,418,0,418
364,22148,LO_R_layer_7,2,73,6,73
365,22148,NotPrimary,0,0,0,0
366,22148,Optic(R),24,909,143,909
367,22148,Optic-unspecified(R),1,2,1,2
368,22248,AOTU(R),345,510,2456,510
369,22248,CentralBrain,345,517,2456,517
370,22248,CentralBrain-unspecified,0,7,0,7
371,22248,LO(R),36,1205,200,1205
372,22248,LO_R_col_20_19,0,13,0,13
373,22248,LO_R_col_20_20,0,5,0,5
374,22248,LO_R_col_20_21,3,22,16,22
375,22248,LO_R_col_21_18,2,7,10,7
376,22248,LO_R_col_21_19,0,36,0,36
377,22248,LO_R_col_21_20,3,101,16,101
378,22248,LO_R_col_21_21,1,76,6,76
379,22248,LO_R_col_21_22,0,35,0,35
380,22248,LO_R_col_22_18,0,20,0,20
381,22248,LO_R_col_22_19,0,96,0,96
382,22248,LO_R_col_22_20,1,87,2,87
383,22248,LO_R_col_22_21,3,109,16,109
384,22248,LO_R_col_22_22,1,53,5,53
385,22248,LO_R_col_22_23,3,8,15,8
386,22248,LO_R_col_23_19,0,50,0,50
387,22248,LO_R_col_23_20,3,60,13,60
388,22248,LO_R_col_23_21,7,97,40,97
389,22248,LO_R_col_23_22,0,63,0,63
390,22248,LO_R_col_23_23,0,20,1,20
391,22248,LO_R_col_23_24,0,13,0,13
392,22248,LO_R_col_24_19,0,24,0,24
393,22248,LO_R_col_24_20,0,29,3,29
394,22248,LO_R_col_24_21,0,22,0,22
395,22248,LO_R_col_24_22,3,65,25,65
396,22248,LO_R_col_24_23,1,13,5,13
397,22248,LO_R_col_24_24,2,27,12,27
398,22248,LO_R_col_24_25,0,8,0,8
399,22248,LO_R_col_25_19,0,7,0,7
400,22248,LO_R_col_25_21,2,7,11,7
401,22248,LO_R_col_25_22,0,15,0,15
402,22248,LO_R_col_25_23,0,5,0,5
403,22248,LO_R_col_25_24,0,7,0,7
404,22248,LO_R_col_26_21,1,1,4,1
405,22248,LO_R_col_27_22,0,3,0,3
406,22248,LO_R_col_27_23,0,1,0,1
407,22248,LO_R_layer_3,19,178,111,178
408,22248,LO_R_layer_4,16,242,83,242
409,22248,LO_R_layer_5,0,325,0,325
410,22248,LO_R_layer_6,1,431,6,431
411,22248,LO_R_layer_7,0,29,0,29
412,22248,NotPrimary,0,0,0,0
413,22248,Optic(R),36,1205,200,1205
414,22397,AOTU(R),349,450,2555,450
415,22397,CentralBrain,350,454,2557,454
416,22397,CentralBrain-unspecified,1,4,2,4
417,22397,LO(R),28,1139,149,1139
418,22397,LO_R_col_17_14,0,2,0,2
419,22397,LO_R_col_17_16,0,3,0,3
420,22397,LO_R_col_17_18,0,4,0,4
421,22397,LO_R_col_18_14,0,39,0,39
422,22397,LO_R_col_18_15,2,173,14,173
423,22397,LO_R_col_18_16,0,103,0,103
424,22397,LO_R_col_18_17,0,34,0,34
425,22397,LO_R_col_18_18,0,4,0,4
426,22397,LO_R_col_19_13,0,7,0,7
427,22397,LO_R_col_19_14,3,108,12,108
428,22397,LO_R_col_19_15,0,140,0,140
429,22397,LO_R_col_19_16,2,77,10,77
430,22397,LO_R_col_19_17,4,25,18,25
431,22397,LO_R_col_19_18,0,1,0,1
432,22397,LO_R_col_20_13,0,11,0,11
433,22397,LO_R_col_20_14,3,104,20,104
434,22397,LO_R_col_20_15,2,89,11,89
435,22397,LO_R_col_20_16,4,69,24,69
436,22397,LO_R_col_20_17,1,61,3,61
437,22397,LO_R_col_20_18,0,4,0,4
438,22397,LO_R_col_21_13,0,1,0,1
439,22397,LO_R_col_21_14,4,30,17,30
440,22397,LO_R_col_21_15,1,11,9,11
441,22397,LO_R_col_21_16,2,10,11,10
442,22397,LO_R_col_21_17,0,14,0,14
443,22397,LO_R_col_21_18,0,1,0,1
444,22397,LO_R_col_22_14,0,6,0,6
445,22397,LO_R_col_22_17,0,8,0,8
446,22397,LO_R_layer_2,0,19,0,19
447,22397,LO_R_layer_3,18,251,96,251
448,22397,LO_R_layer_4,8,193,43,193
449,22397,LO_R_layer_5,2,291,10,291
450,22397,LO_R_layer_6,0,377,0,377
451,22397,LO_R_layer_7,0,8,0,8
452,22397,NotPrimary,0,0,0,0
453,22397,Optic(R),28,1140,149,1140
454,22397,Optic-unspecified(R),0,1,0,1
455,22505,AOTU(R),292,298,2133,298
456,22505,CentralBrain,298,301,2145,301
457,22505,CentralBrain-unspecified,6,3,12,3
458,22505,LO(R),17,857,90,857
459,22505,LO_R_col_13_06,0,27,0,27
460,22505,LO_R_col_13_07,0,66,0,66
461,22505,LO_R_col_13_08,0,26,0,26
462,22505,LO_R_col_14_06,1,53,8,53
463,22505,LO_R_col_14_07,0,70,0,70
464,22505,LO_R_col_14_08,6,148,33,148
465,22505,LO_R_col_14_09,1,27,5,27
466,22505,LO_R_col_14_10,0,4,0,4
467,22505,LO_R_col_15_06,0,21,0,21
468,22505,LO_R_col_15_07,2,53,11,53
469,22505,LO_R_col_15_08,3,115,15,115
470,22505,LO_R_col_15_09,2,146,10,146
471,22505,LO_R_col_15_10,0,11,0,11
472,22505,LO_R_col_16_07,2,21,8,21
473,22505,LO_R_col_16_08,0,41,0,41
474,22505,LO_R_col_16_09,0,25,0,25
475,22505,LO_R_col_17_10,0,3,0,3
476,22505,LO_R_layer_2,1,24,7,24
477,22505,LO_R_layer_3,8,169,41,169
478,22505,LO_R_layer_4,8,103,42,103
479,22505,LO_R_layer_5,0,191,0,191
480,22505,LO_R_layer_6,0,338,0,338
481,22505,LO_R_layer_7,0,32,0,32
482,22505,NotPrimary,0,0,0,0
483,22505,Optic(R),19,861,95,861
484,22505,Optic-unspecified(R),2,4,5,4
485,22510,AOTU(R),320,453,2239,453
486,22510,CentralBrain,320,456,2239,456
487,22510,CentralBrain-unspecified,0,3,0,3
488,22510,LO(R),32,990,167,990
489,22510,LO_R_col_13_16,0,10,0,10
490,22510,LO_R_col_13_18,0,2,0,2
491,22510,LO_R_col_14_15,0,24,0,24
492,22510,LO_R_col_14_16,2,52,12,52
493,22510,LO_R_col_14_17,5,38,31,38
494,22510,LO_R_col_14_18,0,25,0,25
495,22510,LO_R_col_14_19,0,16,2,16
496,22510,LO_R_col_15_16,0,60,1,60
497,22510,LO_R_col_15_17,6,117,27,117
498,22510,LO_R_col_15_18,1,82,9,82
499,22510,LO_R_col_15_19,7,29,27,29
500,22510,LO_R_col_15_20,0,7,0,7
501,22510,LO_R_col_16_15,1,24,3,24
502,22510,LO_R_col_16_16,0,113,0,113
503,22510,LO_R_col_16_17,5,134,23,134
504,22510,LO_R_col_16_18,4,78,24,78
505,22510,LO_R_col_16_19,0,37,0,37
506,22510,LO_R_col_16_20,0,4,0,4
507,22510,LO_R_col_17_15,0,16,0,16
508,22510,LO_R_col_17_16,0,51,0,51
509,22510,LO_R_col_17_17,0,25,0,25
510,22510,LO_R_col_17_18,0,19,0,19
511,22510,LO_R_col_17_19,0,9,0,9
512,22510,LO_R_col_18_15,0,1,0,1
513,22510,LO_R_col_18_16,0,2,0,2
514,22510,LO_R_col_18_17,1,9,8,9
515,22510,LO_R_col_18_18,0,3,0,3
516,22510,LO_R_col_19_18,0,2,0,2
517,22510,LO_R_col_20_18,0,1,0,1
518,22510,LO_R_layer_2,1,30,8,30
519,22510,LO_R_layer_3,15,130,73,130
520,22510,LO_R_layer_4,15,165,78,165
521,22510,LO_R_layer_5,0,215,0,215
522,22510,LO_R_layer_6,1,426,8,426
523,22510,LO_R_layer_7,0,24,0,24
524,22510,NotPrimary,0,0,0,0
525,22510,Optic(R),32,995,167,995
526,22510,Optic-unspecified(R),0,5,0,5
527,22750,AOTU(R),332,376,2354,376
528,22750,CentralBrain,333,380,2357,380
529,22750,CentralBrain-unspecified,1,4,3,4
530,22750,LO(R),40,1108,254,1108
531,22750,LO_R_col_17_12,3,15,17,15
532,22750,LO_R_col_17_13,0,1,0,1
533,22750,LO_R_col_17_14,0,8,0,8
534,22750,LO_R_col_17_15,0,1,0,1
535,22750,LO_R_col_18_11,0,2,0,2
536,22750,LO_R_col_18_12,6,12,68,12
537,22750,LO_R_col_18_13,7,141,34,141
538,22750,LO_R_col_18_14,1,134,6,134
539,22750,LO_R_col_18_15,0,13,0,13
540,22750,LO_R_col_19_12,3,43,14,43
541,22750,LO_R_col_19_13,4,176,30,176
542,22750,LO_R_col_19_14,3,148,19,148
543,22750,LO_R_col_19_15,1,20,5,20
544,22750,LO_R_col_20_12,1,67,4,67
545,22750,LO_R_col_20_13,3,108,12,108
546,22750,LO_R_col_20_14,3,110,14,110
547,22750,LO_R_col_20_15,4,21,19,21
548,22750,LO_R_col_21_12,0,1,0,1
549,22750,LO_R_col_21_13,0,8,0,8
550,22750,LO_R_col_21_14,1,42,12,42
551,22750,LO_R_col_21_15,0,2,0,2
552,22750,LO_R_col_21_16,0,7,0,7
553,22750,LO_R_col_22_14,0,16,0,16
554,22750,LO_R_col_22_15,0,5,0,5
555,22750,LO_R_col_22_16,0,4,0,4
556,22750,LO_R_col_22_17,0,1,0,1
557,22750,LO_R_col_23_17,0,2,0,2
558,22750,LO_R_layer_2,1,15,5,15
559,22750,LO_R_layer_3,15,222,80,222
560,22750,LO_R_layer_4,12,206,68,206
561,22750,LO_R_layer_5,7,274,60,274
562,22750,LO_R_layer_6,5,362,41,362
563,22750,LO_R_layer_7,0,29,0,29
564,22750,NotPrimary,0,0,0,0
565,22750,Optic(R),40,1111,254,1111
566,22750,Optic-unspecified(R),0,3,0,3
567,22783,AOTU(R),289,374,2145,374
568,22783,CentralBrain,290,381,2146,381
569,22783,CentralBrain-unspecified,1,7,1,7
570,22783,LO(R),26,953,131,953
571,22783,LO_R_col_16_13,0,3,0,3
572,22783,LO_R_col_17_10,0,15,0,15
573,22783,LO_R_col_17_11,0,45,1,45
574,22783,LO_R_col_17_12,0,64,3,64
575,22783,LO_R_col_17_13,1,50,7,50
576,22783,LO_R_col_18_10,0,2,0,2
577,22783,LO_R_col_18_11,1,74,4,74
578,22783,LO_R_col_18_12,4,163,18,163
579,22783,LO_R_col_18_13,4,94,18,94
580,22783,LO_R_col_18_14,0,10,0,10
581,22783,LO_R_col_19_10,0,15,0,15
582,22783,LO_R_col_19_11,3,99,13,99
583,22783,LO_R_col_19_12,4,113,25,113
584,22783,LO_R_col_19_13,2,53,6,53
585,22783,LO_R_col_19_14,3,11,15,11
586,22783,LO_R_col_19_15,1,15,4,15
587,22783,LO_R_col_20_10,0,12,0,12
588,22783,LO_R_col_20_11,0,18,0,18
589,22783,LO_R_col_20_12,2,69,11,69
590,22783,LO_R_col_20_13,1,21,5,21
591,22783,LO_R_col_21_12,0,6,0,6
592,22783,LO_R_col_21_13,0,0,1,0
593,22783,LO_R_col_22_12,0,1,0,1
594,22783,LO_R_layer_3,18,218,89,218
595,22783,LO_R_layer_4,8,152,41,152
