,bodyId,roi,pre,post,downstream,upstream
1365,24164,AOTU(R),301,302,2134,302
1366,24164,CentralBrain,311,306,2162,306
1367,24164,CentralBrain-unspecified,10,4,28,4
1368,24164,LO(R),30,877,157,877
1369,24164,LO_R_col_16_06,0,7,0,7
1370,24164,LO_R_col_17_05,0,17,0,17
1371,24164,LO_R_col_17_06,0,70,0,70
1372,24164,LO_R_col_17_07,0,40,0,40
1373,24164,LO_R_col_18_05,0,12,0,12
1374,24164,LO_R_col_18_06,5,159,29,159
1375,24164,LO_R_col_18_07,3,132,9,132
1376,24164,LO_R_col_18_08,3,68,7,68
1377,24164,LO_R_col_19_06,4,97,23,97
1378,24164,LO_R_col_19_07,7,136,46,136
1379,24164,LO_R_col_19_08,5,36,23,36
1380,24164,LO_R_col_19_09,0,30,1,30
1381,24164,LO_R_col_20_05,0,1,0,1
1382,24164,LO_R_col_20_06,0,1,0,1
1383,24164,LO_R_col_20_07,0,22,0,22
1384,24164,LO_R_col_20_08,0,21,0,21
1385,24164,LO_R_col_20_09,2,22,13,22
1386,24164,LO_R_col_21_07,0,2,0,2
1387,24164,LO_R_col_21_08,1,1,6,1
1388,24164,LO_R_col_22_07,0,3,0,3
1389,24164,LO_R_layer_3,4,57,17,57
1390,24164,LO_R_layer_4,18,157,105,157
1391,24164,LO_R_layer_5,5,165,25,165
1392,24164,LO_R_layer_6,2,409,7,409
1393,24164,LO_R_layer_7,1,89,3,89
1394,24164,NotPrimary,0,0,0,0
1395,24164,Optic(R),36,879,175,879
1396,24164,Optic-unspecified(R),6,2,18,2
1397,24208,AOTU(R),297,441,2076,441
1398,24208,CentralBrain,297,441,2076,441
1399,24208,LO(R),17,696,87,696
1400,24208,LO_R_col_09_14,0,23,0,23
1401,24208,LO_R_col_09_15,0,16,0,16
1402,24208,LO_R_col_10_12,0,1,0,1
1403,24208,LO_R_col_10_13,0,32,0,32
1404,24208,LO_R_col_10_14,0,53,0,53
1405,24208,LO_R_col_10_15,1,64,4,64
1406,24208,LO_R_col_10_16,1,58,7,58
1407,24208,LO_R_col_10_17,0,28,0,28
1408,24208,LO_R_col_10_18,2,22,6,22
1409,24208,LO_R_col_10_19,0,3,0,3
1410,24208,LO_R_col_11_13,0,8,0,8
1411,24208,LO_R_col_11_14,0,74,0,74
1412,24208,LO_R_col_11_15,0,72,0,72
1413,24208,LO_R_col_11_16,4,77,21,77
1414,24208,LO_R_col_11_17,4,27,21,27
1415,24208,LO_R_col_11_18,2,20,10,20
1416,24208,LO_R_col_11_19,0,1,0,1
1417,24208,LO_R_col_12_13,0,9,0,9
1418,24208,LO_R_col_12_14,0,11,0,11
1419,24208,LO_R_col_12_15,0,39,13,39
1420,24208,LO_R_col_12_16,0,21,0,21
1421,24208,LO_R_col_12_17,0,19,0,19
1422,24208,LO_R_col_13_15,3,6,5,6
1423,24208,LO_R_col_13_16,0,2,0,2
1424,24208,LO_R_col_13_17,0,1,0,1
1425,24208,LO_R_col_14_16,0,1,0,1
1426,24208,LO_R_col_14_17,0,3,0,3
1427,24208,LO_R_col_15_17,0,1,0,1
1428,24208,LO_R_col_16_18,0,1,0,1
1429,24208,LO_R_col_18_19,0,2,0,2
1430,24208,LO_R_col_20_20,0,1,0,1
1431,24208,LO_R_layer_2,0,5,0,5
1432,24208,LO_R_layer_3,10,97,52,97
1433,24208,LO_R_layer_4,7,112,35,112
1434,24208,LO_R_layer_5,0,136,0,136
1435,24208,LO_R_layer_6,0,321,0,321
1436,24208,LO_R_layer_7,0,25,0,25
1437,24208,NotPrimary,0,0,0,0
1438,24208,Optic(R),26,701,116,701
1439,24208,Optic-unspecified(R),9,5,29,5
1440,24211,AOTU(R),282,500,1973,500
1441,24211,CentralBrain,282,505,1973,505
1442,24211,CentralBrain-unspecified,0,5,0,5
1443,24211,LO(R),36,1106,205,1106
1444,24211,LO_R_col_18_23,0,3,0,3
1445,24211,LO_R_col_19_20,0,22,3,22
1446,24211,LO_R_col_19_21,1,30,8,30
1447,24211,LO_R_col_19_22,0,3,0,3
1448,24211,LO_R_col_19_23,1,26,5,26
1449,24211,LO_R_col_19_24,0,15,4,15
1450,24211,LO_R_col_19_25,0,2,0,2
1451,24211,LO_R_col_20_19,0,4,0,4
1452,24211,LO_R_col_20_20,2,91,6,91
1453,24211,LO_R_col_20_21,3,96,18,96
1454,24211,LO_R_col_20_22,5,49,27,49
1455,24211,LO_R_col_20_23,1,13,5,13
1456,24211,LO_R_col_20_24,2,13,10,13
1457,24211,LO_R_col_20_25,1,14,6,14
1458,24211,LO_R_col_21_19,0,11,0,11
1459,24211,LO_R_col_21_20,0,33,0,33
1460,24211,LO_R_col_21_21,0,61,0,61
1461,24211,LO_R_col_21_22,2,105,16,105
1462,24211,LO_R_col_21_23,3,59,17,59
1463,24211,LO_R_col_21_24,0,33,0,33
1464,24211,LO_R_col_21_25,0,18,0,18
1465,24211,LO_R_col_21_26,0,3,0,3
1466,24211,LO_R_col_22_21,2,38,12,38
1467,24211,LO_R_col_22_22,0,71,0,71
1468,24211,LO_R_col_22_23,4,88,16,88
1469,24211,LO_R_col_22_24,2,42,12,42
1470,24211,LO_R_col_22_25,0,12,1,12
1471,24211,LO_R_col_22_26,3,9,20,9
1472,24211,LO_R_col_23_22,0,22,0,22
1473,24211,LO_R_col_23_23,0,26,0,26
1474,24211,LO_R_col_23_24,3,54,13,54
1475,24211,LO_R_col_23_25,0,13,0,13
1476,24211,LO_R_col_24_22,0,4,0,4
1477,24211,LO_R_col_24_23,1,9,4,9
1478,24211,LO_R_col_24_24,0,9,2,9
1479,24211,LO_R_col_24_25,0,2,0,2
1480,24211,LO_R_col_25_22,0,1,0,1
1481,24211,LO_R_col_25_24,0,2,0,2
1482,24211,LO_R_layer_3,19,191,123,191
1483,24211,LO_R_layer_4,14,281,73,281
1484,24211,LO_R_layer_5,0,231,0,231
1485,24211,LO_R_layer_6,2,376,8,376
1486,24211,LO_R_layer_7,1,27,1,27
1487,24211,NotPrimary,0,0,0,0
1488,24211,Optic(R),36,1108,205,1108
1489,24211,Optic-unspecified(R),0,2,0,2
1490,24283,AOTU(R),318,497,2177,497
1491,24283,CentralBrain,321,498,2191,498
1492,24283,CentralBrain-unspecified,3,1,14,1
1493,24283,LO(R),32,926,176,926
1494,24283,LO_R_col_24_17,1,5,2,5
1495,24283,LO_R_col_24_18,0,3,0,3
1496,24283,LO_R_col_25_15,0,35,0,35
1497,24283,LO_R_col_25_16,0,47,0,47
1498,24283,LO_R_col_25_17,1,39,6,39
1499,24283,LO_R_col_25_18,0,5,0,5
1500,24283,LO_R_col_25_19,0,5,0,5
1501,24283,LO_R_col_26_15,0,14,0,14
1502,24283,LO_R_col_26_16,3,84,17,84
1503,24283,LO_R_col_26_17,2,121,10,121
1504,24283,LO_R_col_26_18,2,58,10,58
1505,24283,LO_R_col_26_19,0,29,0,29
1506,24283,LO_R_col_27_15,0,9,0,9
1507,24283,LO_R_col_27_16,0,41,0,41
1508,24283,LO_R_col_27_17,3,80,19,80
1509,24283,LO_R_col_27_18,5,85,25,85
1510,24283,LO_R_col_27_19,4,54,25,54
1511,24283,LO_R_col_27_20,0,13,0,13
1512,24283,LO_R_col_28_16,1,42,5,42
1513,24283,LO_R_col_28_17,0,19,0,19
1514,24283,LO_R_col_28_18,5,53,28,53
1515,24283,LO_R_col_28_19,0,42,0,42
1516,24283,LO_R_col_28_20,0,19,0,19
1517,24283,LO_R_col_28_21,0,3,0,3
1518,24283,LO_R_col_29_17,2,7,10,7
1519,24283,LO_R_col_29_18,0,4,0,4
1520,24283,LO_R_col_29_19,3,6,19,6
1521,24283,LO_R_col_30_16,0,2,0,2
1522,24283,LO_R_col_30_23,0,2,0,2
1523,24283,LO_R_layer_3,6,82,30,82
1524,24283,LO_R_layer_4,20,199,108,199
1525,24283,LO_R_layer_5,3,180,20,180
1526,24283,LO_R_layer_6,3,366,18,366
1527,24283,LO_R_layer_7,0,99,0,99
1528,24283,NotPrimary,0,0,0,0
1529,24283,Optic(R),32,934,176,934
1530,24283,Optic-unspecified(R),0,8,0,8
1531,24482,AOTU(R),301,348,2167,348
1532,24482,CentralBrain,303,350,2172,350
1533,24482,CentralBrain-unspecified,2,2,5,2
1534,24482,LO(R),34,979,177,979
1535,24482,LO_R_col_22_11,0,14,0,14
1536,24482,LO_R_col_22_12,0,84,0,84
1537,24482,LO_R_col_22_13,0,60,0,60
1538,24482,LO_R_col_23_10,0,6,0,6
1539,24482,LO_R_col_23_11,1,49,4,49
1540,24482,LO_R_col_23_12,13,189,72,189
1541,24482,LO_R_col_23_13,2,139,8,139
1542,24482,LO_R_col_23_14,1,25,6,25
1543,24482,LO_R_col_24_11,0,41,0,41
1544,24482,LO_R_col_24_12,4,87,21,87
1545,24482,LO_R_col_24_13,6,133,33,133
1546,24482,LO_R_col_24_14,1,62,7,62
1547,24482,LO_R_col_24_15,2,12,7,12
1548,24482,LO_R_col_25_11,0,1,0,1
1549,24482,LO_R_col_25_12,2,38,9,38
1550,24482,LO_R_col_25_13,1,19,3,19
1551,24482,LO_R_col_25_14,1,20,7,20
1552,24482,LO_R_layer_3,1,54,7,54
1553,24482,LO_R_layer_4,21,187,112,187
1554,24482,LO_R_layer_5,5,180,34,180
1555,24482,LO_R_layer_6,4,490,14,490
1556,24482,LO_R_layer_7,3,68,10,68
1557,24482,NotPrimary,0,0,0,0
1558,24482,Optic(R),34,983,177,983
1559,24482,Optic-unspecified(R),0,4,0,4
1560,24492,AOTU(R),323,515,2217,515
1561,24492,CentralBrain,324,518,2219,518
1562,24492,CentralBrain-unspecified,1,3,2,3
1563,24492,LO(R),39,1144,226,1144
1564,24492,LO_R_col_24_24,0,3,0,3
1565,24492,LO_R_col_25_20,0,15,0,15
1566,24492,LO_R_col_25_21,0,8,0,8
1567,24492,LO_R_col_25_22,0,12,0,12
1568,24492,LO_R_col_25_23,0,6,0,6
1569,24492,LO_R_col_25_24,0,10,0,10
1570,24492,LO_R_col_26_20,0,7,0,7
1571,24492,LO_R_col_26_21,0,64,0,64
1572,24492,LO_R_col_26_22,0,22,0,22
1573,24492,LO_R_col_26_23,1,35,7,35
1574,24492,LO_R_col_26_24,4,39,18,39
1575,24492,LO_R_col_26_25,0,6,0,6
1576,24492,LO_R_col_26_26,0,6,0,6
1577,24492,LO_R_col_27_20,0,4,0,4
1578,24492,LO_R_col_27_21,1,38,8,38
1579,24492,LO_R_col_27_22,0,34,0,34
1580,24492,LO_R_col_27_23,3,102,26,102
1581,24492,LO_R_col_27_24,0,44,0,44
1582,24492,LO_R_col_27_25,0,30,0,30
1583,24492,LO_R_col_27_26,2,19,13,19
1584,24492,LO_R_col_27_28,0,5,0,5
1585,24492,LO_R_col_27_29,0,4,0,4
1586,24492,LO_R_col_28_19,0,1,0,1
1587,24492,LO_R_col_28_20,1,13,5,13
1588,24492,LO_R_col_28_22,8,40,34,40
1589,24492,LO_R_col_28_23,0,62,0,62
1590,24492,LO_R_col_28_24,1,46,8,46
1591,24492,LO_R_col_28_25,0,43,0,43
1592,24492,LO_R_col_28_26,0,39,0,39
1593,24492,LO_R_col_28_27,6,13,40,13
1594,24492,LO_R_col_28_28,0,14,0,14
1595,24492,LO_R_col_29_19,0,1,0,1
1596,24492,LO_R_col_29_22,2,55,8,55
1597,24492,LO_R_col_29_23,0,35,0,35
1598,24492,LO_R_col_29_24,0,61,0,61
1599,24492,LO_R_col_29_25,2,40,13,40
1600,24492,LO_R_col_29_26,1,54,3,54
1601,24492,LO_R_col_29_27,0,12,0,12
1602,24492,LO_R_col_30_22,1,30,7,30
1603,24492,LO_R_col_30_23,0,4,0,4
1604,24492,LO_R_col_30_24,3,18,17,18
1605,24492,LO_R_col_30_25,0,6,0,6
1606,24492,LO_R_col_30_26,0,16,0,16
1607,24492,LO_R_col_30_27,3,8,19,8
1608,24492,LO_R_col_31_22,0,1,0,1
1609,24492,LO_R_col_31_24,0,1,0,1
1610,24492,LO_R_col_31_25,0,5,0,5
1611,24492,LO_R_col_31_26,0,1,0,1
1612,24492,LO_R_col_31_27,0,8,0,8
1613,24492,LO_R_col_31_28,0,1,0,1
1614,24492,LO_R_col_32_24,0,2,0,2
1615,24492,LO_R_col_32_27,0,1,0,1
1616,24492,LO_R_layer_3,22,240,135,240
1617,24492,LO_R_layer_4,16,291,88,291
1618,24492,LO_R_layer_5,1,241,3,241
1619,24492,LO_R_layer_6,0,322,0,322
1620,24492,LO_R_layer_7,0,50,0,50
1621,24492,NotPrimary,0,0,0,0
1622,24492,Optic(R),40,1146,230,1146
1623,24492,Optic-unspecified(R),1,2,4,2
1624,24505,AOTU(R),284,325,2073,325
1625,24505,CentralBrain,289,328,2090,328
1626,24505,CentralBrain-unspecified,5,3,17,3
1627,24505,LO(R),30,850,189,850
1628,24505,LO_R_col_16_07,0,21,0,21
1629,24505,LO_R_col_16_08,0,4,0,4
1630,24505,LO_R_col_16_09,0,2,0,2
1631,24505,LO_R_col_17_06,1,15,6,15
1632,24505,LO_R_col_17_07,1,87,4,87
1633,24505,LO_R_col_17_08,2,176,14,176
1634,24505,LO_R_col_17_09,6,100,38,100
1635,24505,LO_R_col_17_10,0,3,0,3
1636,24505,LO_R_col_18_07,4,19,22,19
1637,24505,LO_R_col_18_08,12,169,84,169
1638,24505,LO_R_col_18_09,0,145,0,145
1639,24505,LO_R_col_18_10,0,14,0,14
1640,24505,LO_R_col_19_07,0,24,0,24
1641,24505,LO_R_col_19_08,0,5,0,5
1642,24505,LO_R_col_19_09,3,33,16,33
1643,24505,LO_R_col_19_10,0,23,1,23
1644,24505,LO_R_col_20_09,0,1,0,1
1645,24505,LO_R_col_20_10,1,9,4,9
1646,24505,LO_R_layer_3,6,99,36,99
1647,24505,LO_R_layer_4,21,178,139,178
1648,24505,LO_R_layer_5,1,121,6,121
1649,24505,LO_R_layer_6,0,375,0,375
1650,24505,LO_R_layer_7,2,77,8,77
1651,24505,NotPrimary,0,0,0,0
1652,24505,Optic(R),30,853,189,853
1653,24505,Optic-unspecified(R),0,3,0,3
1654,24545,AOTU(R),295,386,2169,386
1655,24545,CentralBrain,296,391,2171,391
1656,24545,CentralBrain-unspecified,1,5,2,5
1657,24545,LO(R),24,752,118,752
1658,24545,LO_R_col_06_08,0,4,0,4
1659,24545,LO_R_col_07_08,0,48,0,48
1660,24545,LO_R_col_07_09,0,53,0,53
1661,24545,LO_R_col_07_10,0,15,0,15
1662,24545,LO_R_col_07_11,0,10,0,10
1663,24545,LO_R_col_08_08,2,61,9,61
1664,24545,LO_R_col_08_09,3,101,24,101
1665,24545,LO_R_col_08_10,0,41,0,41
1666,24545,LO_R_col_08_11,1,41,3,41
1667,24545,LO_R_col_08_12,0,10,0,10
1668,24545,LO_R_col_08_13,0,5,0,5
1669,24545,LO_R_col_08_14,0,3,0,3
1670,24545,LO_R_col_09_07,1,1,7,1
1671,24545,LO_R_col_09_08,9,23,29,23
1672,24545,LO_R_col_09_09,0,81,0,81
1673,24545,LO_R_col_09_10,4,101,26,101
1674,24545,LO_R_col_09_11,1,36,4,36
1675,24545,LO_R_col_09_12,0,25,0,25
1676,24545,LO_R_col_10_09,0,5,0,5
1677,24545,LO_R_col_10_10,3,21,16,21
1678,24545,LO_R_col_10_11,0,35,0,35
1679,24545,LO_R_col_10_12,0,11,0,11
1680,24545,LO_R_col_11_10,0,14,0,14
1681,24545,LO_R_col_11_11,0,3,0,3
1682,24545,LO_R_col_12_11,0,1,0,1
1683,24545,LO_R_col_13_11,0,1,0,1
1684,24545,LO_R_col_16_12,0,2,0,2
1685,24545,LO_R_layer_2,0,32,0,32
1686,24545,LO_R_layer_3,19,174,87,174
1687,24545,LO_R_layer_4,5,146,31,146
1688,24545,LO_R_layer_5,0,96,0,96
1689,24545,LO_R_layer_6,0,288,0,288
1690,24545,LO_R_layer_7,0,16,0,16
1691,24545,NotPrimary,0,0,0,0
1692,24545,Optic(R),28,755,124,755
1693,24545,Optic-unspecified(R),4,3,6,3
1694,24592,AOTU(R),261,321,1896,321
1695,24592,CentralBrain,270,331,1929,331
1696,24592,CentralBrain-unspecified,9,10,33,10
1697,24592,LO(R),16,838,97,838
1698,24592,LO_R_col_14_05,0,6,0,6
1699,24592,LO_R_col_14_06,0,29,0,29
1700,24592,LO_R_col_14_07,0,12,0,12
1701,24592,LO_R_col_14_08,0,24,1,24
1702,24592,LO_R_col_15_06,0,46,0,46
1703,24592,LO_R_col_15_07,2,124,8,124
1704,24592,LO_R_col_15_08,5,104,26,104
1705,24592,LO_R_col_15_09,0,19,0,19
1706,24592,LO_R_col_16_05,0,9,0,9
1707,24592,LO_R_col_16_06,0,125,1,125
1708,24592,LO_R_col_16_07,4,165,25,165
1709,24592,LO_R_col_16_08,5,119,36,119
1710,24592,LO_R_col_16_09,0,4,0,4
1711,24592,LO_R_col_17_05,0,1,0,1
1712,24592,LO_R_col_17_06,0,6,0,6
1713,24592,LO_R_col_17_08,0,30,0,30
1714,24592,LO_R_col_17_09,0,8,0,8
1715,24592,LO_R_col_18_09,0,5,0,5
1716,24592,LO_R_col_19_11,0,1,0,1
1717,24592,LO_R_col_19_12,0,1,0,1
1718,24592,LO_R_layer_2,0,3,0,3
1719,24592,LO_R_layer_3,4,74,25,74
1720,24592,LO_R_layer_4,12,110,72,110
1721,24592,LO_R_layer_5,0,102,0,102
1722,24592,LO_R_layer_6,0,507,0,507
1723,24592,LO_R_layer_7,0,42,0,42
1724,24592,NotPrimary,0,0,0,0
1725,24592,Optic(R),16,838,97,838
1726,24769,AOTU(R),288,445,1940,445
1727,24769,CentralBrain,288,446,1940,446
1728,24769,CentralBrain-unspecified,0,1,0,1
1729,24769,LO(R),33,1019,179,1019
1730,24769,LO_R_col_13_20,0,2,0,2
1731,24769,LO_R_col_13_21,0,1,0,1
1732,24769,LO_R_col_13_22,0,1,0,1
1733,24769,LO_R_col_14_19,0,5,0,5
1734,24769,LO_R_col_14_20,0,48,0,48
1735,24769,LO_R_col_14_21,2,51,11,51
1736,24769,LO_R_col_14_22,2,18,16,18
1737,24769,LO_R_col_14_23,1,12,4,12
1738,24769,LO_R_col_14_24,0,21,0,21
1739,24769,LO_R_col_15_18,0,1,0,1
1740,24769,LO_R_col_15_19,0,18,0,18
1741,24769,LO_R_col_15_20,0,54,0,54
1742,24769,LO_R_col_15_21,1,85,5,85
1743,24769,LO_R_col_15_22,1,69,9,69
1744,24769,LO_R_col_15_23,3,26,17,26
1745,24769,LO_R_col_15_24,4,5,24,5
1746,24769,LO_R_col_16_19,0,14,0,14
1747,24769,LO_R_col_16_20,1,103,2,103
1748,24769,LO_R_col_16_21,3,98,17,98
1749,24769,LO_R_col_16_22,3,75,11,75
1750,24769,LO_R_col_16_23,3,69,17,69
1751,24769,LO_R_col_16_24,2,11,10,11
1752,24769,LO_R_col_17_20,0,14,0,14
1753,24769,LO_R_col_17_21,3,53,12,53
1754,24769,LO_R_col_17_22,3,76,16,76
1755,24769,LO_R_col_17_23,0,18,0,18
1756,24769,LO_R_col_17_24,1,14,8,14
1757,24769,LO_R_col_18_21,0,13,0,13
1758,24769,LO_R_col_18_22,0,9,0,9
1759,24769,LO_R_col_18_23,0,13,0,13
1760,24769,LO_R_col_19_22,0,1,0,1
1761,24769,LO_R_col_19_23,0,6,0,6
1762,24769,LO_R_col_20_23,0,10,0,10
1763,24769,LO_R_col_22_22,0,1,0,1
1764,24769,LO_R_col_22_23,0,1,0,1
1765,24769,LO_R_col_24_23,0,1,0,1
1766,24769,LO_R_col_25_24,0,1,0,1
1767,24769,LO_R_col_26_24,0,1,0,1
1768,24769,LO_R_layer_2,1,9,2,9
1769,24769,LO_R_layer_3,14,149,77,149
1770,24769,LO_R_layer_4,16,160,91,160
1771,24769,LO_R_layer_5,1,238,4,238
1772,24769,LO_R_layer_6,1,404,5,404
1773,24769,LO_R_layer_7,0,59,0,59
1774,24769,NotPrimary,0,0,0,0
1775,24769,Optic(R),33,1022,179,1022
1776,24769,Optic-unspecified(R),0,3,0,3
1777,24784,AOTU(R),285,388,2085,388
1778,24784,CentralBrain,285,390,2085,390
1779,24784,CentralBrain-unspecified,0,2,0,2
1780,24784,LO(R),35,925,190,925
1781,24784,LO_R_col_23_13,0,36,0,36
1782,24784,LO_R_col_23_14,0,50,0,50
1783,24784,LO_R_col_23_15,0,10,0,10
1784,24784,LO_R_col_24_13,1,48,9,48
1785,24784,LO_R_col_24_14,3,123,20,123
1786,24784,LO_R_col_24_15,0,60,0,60
1787,24784,LO_R_col_24_16,0,4,0,4
1788,24784,LO_R_col_25_13,0,5,0,5
1789,24784,LO_R_col_25_14,8,104,30,104
1790,24784,LO_R_col_25_15,7,197,40,197
1791,24784,LO_R_col_25_16,0,19,4,19
1792,24784,LO_R_col_26_14,0,24,2,24
1793,24784,LO_R_col_26_15,6,79,33,79
1794,24784,LO_R_col_26_16,5,57,20,57
1795,24784,LO_R_col_26_17,0,1,3,1
1796,24784,LO_R_col_27_15,4,25,21,25
1797,24784,LO_R_col_27_16,1,46,8,46
1798,24784,LO_R_col_27_17,0,33,0,33
1799,24784,LO_R_col_27_18,0,4,0,4
1800,24784,LO_R_layer_3,2,30,19,30
1801,24784,LO_R_layer_4,24,154,123,154
1802,24784,LO_R_layer_5,7,179,35,179
1803,24784,LO_R_layer_6,1,505,8,505
1804,24784,LO_R_layer_7,1,57,5,57
1805,24784,NotPrimary,0,0,0,0
1806,24784,Optic(R),35,933,190,933
1807,24784,Optic-unspecified(R),0,8,0,8
1808,24854,AOTU(R),296,456,2044,456
1809,24854,CentralBrain,297,461,2046,461
1810,24854,CentralBrain-unspecified,1,5,2,5
1811,24854,LO(R),16,721,80,721
1812,24854,LO_R_col_11_14,0,10,0,10
1813,24854,LO_R_col_11_16,0,18,0,18
1814,24854,LO_R_col_11_17,0,4,0,4
1815,24854,LO_R_col_11_18,0,3,0,3
1816,24854,LO_R_col_12_13,0,4,0,4
1817,24854,LO_R_col_12_14,0,49,0,49
1818,24854,LO_R_col_12_15,0,71,0,71
1819,24854,LO_R_col_12_16,2,74,12,74
1820,24854,LO_R_col_12_17,1,36,5,36
1821,24854,LO_R_col_12_18,1,17,4,17
1822,24854,LO_R_col_12_19,1,2,3,2
1823,24854,LO_R_col_12_20,0,2,0,2
1824,24854,LO_R_col_13_13,0,1,0,1
1825,24854,LO_R_col_13_14,0,32,0,32
1826,24854,LO_R_col_13_15,3,102,11,102
1827,24854,LO_R_col_13_16,1,51,14,51
1828,24854,LO_R_col_13_17,3,93,10,93
1829,24854,LO_R_col_13_18,0,10,0,10
1830,24854,LO_R_col_14_14,0,1,0,1
1831,24854,LO_R_col_14_15,0,2,1,2
1832,24854,LO_R_col_14_16,0,37,0,37
1833,24854,LO_R_col_14_17,0,52,0,52
1834,24854,LO_R_col_14_18,3,26,18,26
1835,24854,LO_R_col_15_15,0,5,0,5
1836,24854,LO_R_col_15_16,0,3,0,3
1837,24854,LO_R_col_16_16,0,6,0,6
1838,24854,LO_R_col_16_17,0,4,0,4
1839,24854,LO_R_col_16_18,0,3,0,3
1840,24854,LO_R_col_17_18,0,1,0,1
1841,24854,LO_R_col_18_19,1,0,2,0
1842,24854,LO_R_col_23_22,0,2,0,2
1843,24854,LO_R_layer_2,0,2,0,2
1844,24854,LO_R_layer_3,8,111,45,111
1845,24854,LO_R_layer_4,6,128,31,128
1846,24854,LO_R_layer_5,0,228,0,228
1847,24854,LO_R_layer_6,1,227,2,227
1848,24854,LO_R_layer_7,1,25,2,25
1849,24854,NotPrimary,0,0,0,0
1850,24854,Optic(R),22,723,109,723
1851,24854,Optic-unspecified(R),6,2,29,2
1852,24909,AOTU(R),288,302,2084,302
1853,24909,CentralBrain,294,307,2098,307
1854,24909,CentralBrain-unspecified,6,5,14,5
1855,24909,LO(R),16,796,84,796
1856,24909,LO_R_col_09_09,0,7,0,7
1857,24909,LO_R_col_10_07,0,2,0,2
1858,24909,LO_R_col_10_08,0,33,0,33
1859,24909,LO_R_col_10_09,1,48,3,48
1860,24909,LO_R_col_10_10,0,48,0,48
1861,24909,LO_R_col_11_08,0,104,0,104
1862,24909,LO_R_col_11_09,6,83,34,83
1863,24909,LO_R_col_11_10,0,96,0,96
1864,24909,LO_R_col_11_11,0,31,0,31
1865,24909,LO_R_col_11_12,1,2,3,2
1866,24909,LO_R_col_12_08,0,17,0,17
1867,24909,LO_R_col_12_09,4,98,16,98
1868,24909,LO_R_col_12_10,3,93,19,93
1869,24909,LO_R_col_12_11,0,37,2,37
1870,24909,LO_R_col_12_12,0,6,1,6
1871,24909,LO_R_col_13_08,0,5,0,5
1872,24909,LO_R_col_13_09,0,12,0,12
1873,24909,LO_R_col_13_10,1,39,5,39
1874,24909,LO_R_col_13_11,0,29,0,29
1875,24909,LO_R_col_14_10,0,2,0,2
1876,24909,LO_R_col_17_11,0,1,0,1
1877,24909,LO_R_col_17_12,0,1,0,1
1878,24909,LO_R_col_18_13,0,2,0,2
1879,24909,LO_R_col_20_14,0,0,1,0
1880,24909,LO_R_layer_2,0,8,0,8
1881,24909,LO_R_layer_3,5,112,30,112
1882,24909,LO_R_layer_4,11,76,53,76
1883,24909,LO_R_layer_5,0,186,0,186
1884,24909,LO_R_layer_6,0,389,0,389
1885,24909,LO_R_layer_7,0,25,1,25
1886,24909,NotPrimary,0,0,0,0
1887,24909,Optic(R),17,799,89,799
1888,24909,Optic-unspecified(R),1,3,5,3
1889,25067,AOTU(R),260,462,1821,462
1890,25067,CentralBrain,260,462,1821,462
1891,25067,LO(R),30,784,168,784
1892,25067,LO_R_col_14_21,0,10,0,10
1893,25067,LO_R_col_14_22,0,2,0,2
1894,25067,LO_R_col_14_23,0,18,0,18
1895,25067,LO_R_col_14_24,1,22,5,22
1896,25067,LO_R_col_14_25,1,14,4,14
1897,25067,LO_R_col_14_26,0,11,0,11
1898,25067,LO_R_col_15_21,0,11,0,11
1899,25067,LO_R_col_15_22,0,24,0,24
1900,25067,LO_R_col_15_23,1,66,7,66
1901,25067,LO_R_col_15_24,2,86,8,86
1902,25067,LO_R_col_15_25,2,52,10,52
1903,25067,LO_R_col_15_26,0,21,0,21
1904,25067,LO_R_col_15_27,0,2,0,2
1905,25067,LO_R_col_16_22,1,27,6,27
1906,25067,LO_R_col_16_23,2,83,14,83
1907,25067,LO_R_col_16_24,2,74,13,74
1908,25067,LO_R_col_16_25,2,61,9,61
1909,25067,LO_R_col_16_26,2,12,19,12
1910,25067,LO_R_col_16_27,0,6,0,6
1911,25067,LO_R_col_17_22,1,5,1,5
1912,25067,LO_R_col_17_23,0,14,0,14
1913,25067,LO_R_col_17_24,0,17,0,17
1914,25067,LO_R_col_17_25,4,43,16,43
1915,25067,LO_R_col_17_26,2,41,14,41
1916,25067,LO_R_col_17_27,0,8,0,8
1917,25067,LO_R_col_17_28,1,13,5,13
1918,25067,LO_R_col_18_25,0,5,0,5
1919,25067,LO_R_col_18_26,0,7,0,7
1920,25067,LO_R_col_18_27,1,2,7,2
1921,25067,LO_R_col_18_28,4,5,27,5
1922,25067,LO_R_col_19_25,0,2,0,2
1923,25067,LO_R_col_19_26,0,8,0,8
1924,25067,LO_R_col_20_26,0,5,0,5
1925,25067,LO_R_col_20_27,0,1,0,1
1926,25067,LO_R_col_22_27,0,1,0,1
1927,25067,LO_R_col_23_27,0,1,0,1
1928,25067,LO_R_col_24_27,0,1,0,1
1929,25067,LO_R_col_25_27,0,2,0,2
1930,25067,LO_R_col_26_28,1,0,3,0
1931,25067,LO_R_col_28_26,0,1,0,1
1932,25067,LO_R_layer_3,7,93,44,93
1933,25067,LO_R_layer_4,21,212,116,212
1934,25067,LO_R_layer_5,1,152,5,152
1935,25067,LO_R_layer_6,0,277,0,277
1936,25067,LO_R_layer_7,1,50,3,50
